Reference,Qty,Value,Footprint,MPN,Manufacturer,Chosen_Distributor,Datasheet,Validated,DNP,Notes
J1,1,AudioJack3_SwitchTR,Jack_3.5mm_CUI_SJ1-3525N_Horizontal,SJ1-3525N,Same Sky,,https://www.sameskydevices.com/product/resource/sj1-352xn.pdf,,,
